ch4_emissions,co2_emissions,facility_id,facility_name,n2o_emissions,reporting_year,quantity_of_fuel_combusted,unit_of_measure,fuel_combusted_type,combustion_unit_type
2.09,1439.1,1011450,Jonah Energy LLC_AAPG 535_Green River Basin,0.003,2016,24203.86,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
3.91,96458.2,1008490,Hess Corporation - 395 - Williston Basin,0.783,2023,1263.371935,1000SCF,diesel,COMB_engine>1MMBTU/hr
3.88,6872.6,1010621,TGNR Gulf Coast LLC and TGNR East Texas LLC,0.006,2017,44665.57,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,0.00E+00,1010397,Riviera Resources 535 Green River Basin Production Segment,0.00E+00,2016,0,1000SCF,natural_gas_nonPQ,COMB_boiler>5MMBTU/hr
2.88,1623.4,1013087,Texas American 220 Gulf Coast Basin,0.005,2023,43651.35,1000SCF,field_process_gas,COMB_compressor-driver
0.01,374.5,1013044,PetroBal Omega 1 L.L.C.,0.007,2017,6880.25,1000SCF,field_process_gas,COMB_compressor-driver
1.00E-01,2067.5,1013021,"Petro-Hunt Dakota, L.L.C.",0.02,2017,48.31009617,1000SCF,propane,COMB_boiler>5MMBTU/hr
0.87,46107.9,1010707,"Grade 6 Oil, LLC",0.087,2023,834324.9017,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
58.2,53115.8,1012823,San Joaquin Production Facilities,0.00E+00,2020,962605.46,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.00E+00,105.5,1013111,Hilcorp Energy Company - Central Overthrust Basin (507),0.001,2019,1.381588542,1000SCF,diesel,COMB_engine>1MMBTU/hr
3.18,78386.6,1013386,Tug Hill Operating Appalachia,0.636,2021,1026.677081,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,49.3,1008352,"EOG Resources, Inc. 360 Anadarko basin",0.00E+00,2021,0.646345486,1000SCF,diesel,COMB_compressor-driver
0.01,555.3,1013044,PetroBal Omega 1 L.L.C.,0.01,2017,10201.75,1000SCF,field_process_gas,COMB_compressor-driver
0.07,1458.2,1009286,PDC Energy 540 Denver Basin,0.014,2023,34.07316841,1000SCF,propane,COMB_boiler>5MMBTU/hr
3.59,190729.9,1009354,HighPoint Operating Corporation - Denver Basin (540),0.359,2020,2591087.293,1000SCF,field_process_gas,COMB_compressor-driver
0.06,1478.4,1011782,"Hilcorp Alaska, LLC 890 Arctic Slope Basin",0.012,2023,19.36356164,1000SCF,diesel,COMB_engine>1MMBTU/hr
6.17E+01,3.71E+04,1007486,"Tanos Exploration II, LLC Arkla Basin, AAPG 230",0.08,2020,658636.76,1000SCF,field_process_gas,COMB_compressor-driver
0.03,770.4,1014413,Contango Basin 530,0.006,2023,10.09101042,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.77,3244.1,1009115,Ovintiv USA Inc. 355.Chautauqua Platform,0.005,2022,43151.16,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
166.08,142425.6,1009706,"SilverBow Resources, LLC - Basin 220",0.263,2016,2128513.87,1000SCF,field_process_gas,COMB_compressor-driver
3.30E-01,3.09E+02,1009098,EQT CHAP LLC - Basin 160A - Appalachian Eastern Overthrust,0.001,2017,21119,1000SCF,field_process_gas,COMB_compressor-driver
0.87,21567.8,1009238,220 Gulf Coast Basin DEC,0.175,2019,282.4873334,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,0.1,1004905,Pacific Coast Energy Company LP,0.00E+00,2017,2,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
0.56,306.7,1008548,BOC 220 Gulf Coast Basin Onshore,0.001,2020,6300,1000SCF,natural_gas_PQ,COMB_compressor-driver
35.8,31825.8,1011673,Holmes Western Oil Corporation,0.051,2016,546509.7407,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
40.17,26463,1011673,Holmes Western Oil Corporation,0.05,2022,486627.37,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.00E+00,10.4,1008474,"MMGK Arkoma, LLC - ARKOMA Basin",0.00E+00,2017,191.81,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
0.07,3714.6,1011995,Hilcorp Appalachian Basin (Eastern Overthrust Area),0.007,2021,68232.8,1000SCF,natural_gas_PQ,COMB_compressor-driver
9.00E-02,2270.9,1013699,"Sabinal Energy Operating, LLC - Permian Basin",0.018,2021,29.74392362,1000SCF,diesel,COMB_engine>1MMBTU/hr
22.17,26454,1014642,Paloma Operating Basin 360,0.046,2022,326700.8538,1000SCF,field_process_gas,COMB_compressor-driver
0.14,7515.4,1013413,"Eclipse Resources I, LP",0.014,2022,137515,1000SCF,natural_gas_PQ,COMB_compressor-driver
96.55,55400.2,1009860,Blackbeard Operating - 400 - Ouachita Folded Belt,0.131,2019,1062531.226,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,4,1011275,Sabine Oil & Gas LLC 220 Gulf Coast Basin,0.00E+00,2018,0.053472222,1000SCF,diesel,COMB_boiler>5MMBTU/hr
136.5,123797.8,1013833,Mewbourne Oil Company - Anadarko Basin 360,0.225,2019,1823061.772,1000SCF,field_process_gas,COMB_compressor-driver
146.45,148171.7,1013038,Marathon Oil Permian (AAPG Basin Number 430),0.01,2019,2164117.527,1000SCF,field_process_gas,COMB_compressor-driver
1.02,53857,1011659,Endeavor Energy Resources LP 430 Permian Basin,0.102,2019,989299,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
7.38E+00,5393.4,1011454,Ascent Resources - Utica (160a),0.011,2018,87521.42,1000SCF,field_process_gas,COMB_compressor-driver
0.42,22272.3,1010325,Oasis Petroleum,0.04,2018,408631.53,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
0.02,1054.2,1008885,"Tellus Operating Group, LLC - MS Operations",0.002,2017,19364.21,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
0.00E+00,25.5,1009139,OGRIS Operating LLC,0.00E+00,2023,0.333399306,1000SCF,diesel,COMB_engine>1MMBTU/hr
114.21,117037.1,1008351,"EOG Resources, Inc. 430 Permian basin",0.206,2020,1631881.111,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,10.1,1011194,"Compass Production Partners, LP - Arkla Basin #230",0.00E+00,2016,0.132744792,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.41,777.2,1014833,Silverback Operating II LLC,0.002,2023,18500,1000SCF,natural_gas_PQ,COMB_compressor-driver
116.7,31026,1013222,"Noble Energy, Inc. - Permian Basin 430",0.051,2019,416003.48,1000SCF,field_process_gas,COMB_compressor-driver
1.43,35259.9,1014282,Triple Crown Resources,0.286,2022,461.8210019,1000SCF,diesel,COMB_engine>1MMBTU/hr
23.74,22126.5,1014727,Capitan Energy 430,0.04,2019,312777.4747,1000SCF,field_process_gas,COMB_compressor-driver
0.36,8830.4,1010837,Matador Production Company - Gulf Coast,0.072,2019,115.6566736,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,192.6,1008499,745 San Joaquin Basin Chevron USA Inc.,0.00E+00,2019,3537.63,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.05,1302.6,1009846,Permian Basin,0.011,2019,17.06071355,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.40E-01,7633.2,1012816,"ORX Resources, LLC - Gulf Coast Basin (220)",0.014,2020,140214.5559,1000SCF,natural_gas_PQ,COMB_compressor-driver
13.81,8696.1,1005963,Red Willow Production Co.,0.02,2020,162425,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.02,1171.3,1009485,Chief Oil & Gas LLC (160A),0.002,2021,21024.69,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.13,7092.3,1008503,Coterra Energy 160A Appalachian (EOA),0.013,2019,130279,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
2.00E-02,4.02E+02,1008066,"Jordan Development Company, LLC",0.003,2015,5.282387155,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.10E-01,2.76E+03,1009706,"SilverBow Resources, LLC - Basin 220",0.022,2017,36.15934897,1000SCF,diesel,COMB_engine>1MMBTU/hr
9.00E-02,4.83E+03,1014839,Avant Natural Resources,0.009,2023,58400,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
2.20E-01,1.18E+04,1012945,Basin 220 - Extex Operating Company,0.022,2021,216262.1,1000SCF,field_process_gas,COMB_compressor-driver
0.4,21227,1013038,Marathon Oil Permian (AAPG Basin Number 430),0.04,2023,389927.5192,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
5.00E-02,3366.3,1013354,"Trinity Operating (USG), LLC - Gulf Coast Basin (220)",0.00E+00,2022,79.26321183,1000SCF,LPG,COMB_engine>1MMBTU/hr
0.28,7192.2,1008499,745 San Joaquin Basin Chevron USA Inc.,0.059,2020,94.19944725,1000SCF,diesel,COMB_engine>1MMBTU/hr
32.1,35171.2,1013023,"Sundance Energy, Inc. - South Texas Basin",0.058,2017,471763.773,1000SCF,field_process_gas,COMB_compressor-driver
0.6,31774.4,1010588,Permian Operations - Shell Exploration & Production Company,0.06,2018,583664,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
202.93,140951.8,1011450,Jonah Energy LLC_AAPG 535_Green River Basin,0.269,2018,2357375,1000SCF,field_process_gas,COMB_compressor-driver
6.47,159447.5,1011454,Ascent Resources - Utica (160a),1.294,2019,2088.382703,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,17.6,1008354,"EOG Resources, Inc. 575 Uinta basin",0.00E+00,2019,0.230598958,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.02,433,1008351,"EOG Resources, Inc. 430 Permian basin",0.004,2021,5.671687658,1000SCF,LPG,COMB_compressor-driver
0.08,222,1009350,EP Energy E&P 575 Uinta Basin,0.004,2015,4077.57,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.00E+00,2.3,1009143,XTO Energy Inc 360 Anadarko,0.00E+00,2018,0.030560712,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.36,19305.1,1008308,"Shadow Wolf Energy, LLC. - Los Angeles Basin 760",0.036,2020,350956.6,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
45.56,98658.2,1009253,"WPX Energy Williston, LLC - 395 Williston basin",0.118,2020,957219.9376,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
3.38,2325,1008296,Caerus Piceance LLC,0.005,2015,39969,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.87,21376.5,1007482,ConocoPhillips' Williston (395),0.173,2021,279.9810904,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.00E-02,604.7,1013044,PetroBal Omega 1 L.L.C.,0.011,2017,11109,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,2.43E+01,1008275,XTO Energy Inc 395 Williston,0.00E+00,2021,0.568142361,1000SCF,propane,COMB_engine>1MMBTU/hr
93.05,65932.1,1011895,Aethon Energy Operating-530-Wind River Basin,0.136,2022,1102843.948,1000SCF,field_process_gas,COMB_compressor-driver
0.03,834.9,1013936,"Zarvona Energy, LLC (220) Gulf Coast Basin",0.007,2020,10.93480209,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.2,63704.1,1008405,California Resources Production Corporation  Sacramento Valley Basin 730,0.12,2015,1194870.151,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.04,2334.7,1008753,Foundation Energy Management 345 Arkoma Basin,0.004,2015,42885.37,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
112.94,125860.2,1000355,(540) Civitas Resources - Denver Basin,0.203,2019,1645448,1000SCF,field_process_gas,COMB_compressor-driver
0.01,282.6,1010294,Discovery Natural Resources LLC - 430 Permian Basin,0.001,2020,5191.11,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.05,1188.6,1008702,COTERRA ENERGY - 360 - ANADARKO BASIN,0.01,2020,15.56790278,1000SCF,diesel,COMB_engine>1MMBTU/hr
143.8,102002.2,1011763,"EagleRidge Operating, LLC. Strawn Basin",0.211,2019,1705911.3,1000SCF,field_process_gas,COMB_compressor-driver
61.88,37638.9,1009584,Sabine Oil & Gas Corporation - 260 - East Texas Basin,0.085,2023,689924,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
4.18,4021.5,1013626,"Scala Energy, LLC - 430 (Permian Basin)",0.007,2020,55925.5,1000SCF,field_process_gas,COMB_compressor-driver
20.66,25943.7,1009731,Verdad Resources LLC - DJ Basin,0.047,2019,327417.3589,1000SCF,field_process_gas,COMB_compressor-driver
0.88,917.1,1009878,Iron Pennsylvania Land LLC,0.001,2021,9880,1000SCF,field_process_gas,COMB_compressor-driver
12.4,13874.2,1008396,"EOG Resources, Inc. 515 Powder River basin",0.025,2023,182207.35,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
4.63,4407.2,1012070,SilverCreek Chautauqua #355,0.008,2017,67023.39,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
56.34,53538.1,1012823,San Joaquin Production Facilities,0.072,2017,976562.23,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.12,6220.3,1008472,CRI 360 Anadarko,0.012,2023,113816.9076,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.05,2469,1012706,Hilcorp Energy Company - Green River Basin (535),0.005,2020,45353.92,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.00E+00,112,1009340,Unit Petroleum 377 Arkoma Basin,0.00E+00,2018,2054,1000SCF,field_process_gas,COMB_compressor-driver
57.45,53936.3,1008352,"EOG Resources, Inc. 360 Anadarko basin",0.095,2020,767704.7478,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,114.9,1010932,E&B Natural Resources,0.001,2015,1.505189584,1000SCF,diesel,COMB_engine>1MMBTU/hr
27.84,23362.2,1009663,"Enervest Operating, L.L.C. 360 Anadarko Basin",0.043,2015,350573.8046,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,0.00E+00,1009387,XTO Energy Inc 415 Strawn,0.00E+00,2019,0,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
112.88,113469,1008976,"EOG Resources, Inc. 350 South Oklahoma folded belt",0.207,2015,1675727.109,1000SCF,field_process_gas,COMB_compressor-driver
0.02,1181.2,1011652,"Urban 220 Gulf Coast Basin (LA, TX)",0.002,2020,21698.02,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
1.39,73602.6,1009547,Revolution Operating Company Anadarko 360,0.139,2019,1352005.934,1000SCF,field_process_gas,COMB_compressor-driver
0.59,909.3,1013291,"Kraken Oil and Gas II, LLC",0.002,2020,10613,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
159.91,222057.7,1009595,Enerplus Resources (USA) Corporation - Williston Basin,0.383,2022,2725814.759,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
3.00E-01,15712.8,1011223,Petro Harvester Operating Company LLC - Gulf Coast Basin (Basin 220),0.03,2019,288628.0303,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.03,725.2,1008051,"Range Resources - Appalachia, LLC - Basin 160A",0.006,2021,9.498137156,1000SCF,diesel,COMB_boiler>5MMBTU/hr
0.07,1756.5,1013289,BPH PowderRiverBasinWY,0.014,2021,22.99746702,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,788.3,1009890,"Comstock Oil & Gas-LA, LLC",0.001,2019,14480.47,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.65,373.5,1008673,"EXCO Resources (PA), LLC - Basin 160A",0.001,2023,6970,1000SCF,field_process_gas,COMB_compressor-driver
0.02,842.2,1008199,Grizzly Arkoma Basin,0.002,2019,15561.69,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.00E+00,0.00E+00,1011091,Foundation Energy Management 360 Anadarko Basin,0.00E+00,2023,0,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
9.11,9754.1,1014024,"TITUS OIL & GAS PRODUCTION, LLC",0.016,2021,129494,1000SCF,field_process_gas,COMB_compressor-driver
1.35,71677.4,1008392,Sheridan Production Company LLC 260 East Texas Basin,0.135,2017,1316641,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
2.20E+01,2.14E+04,1008544,Cimarex Energy Co. 430 Permian,0.031,2017,305445.6,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
2.00E-02,597,1013087,Texas American 220 Gulf Coast Basin,0.005,2022,7.819109378,1000SCF,diesel,COMB_engine>1MMBTU/hr
58.64,32211.7,1012024,Tapstone 360 Anadarko,0.09,2016,726168.4732,1000SCF,field_process_gas,COMB_compressor-driver
2.42E+02,275183.7,1009707,COG Operating LLC  430 Permian Basin,0.444,2016,3597469.618,1000SCF,field_process_gas,COMB_compressor-driver
2.56,2518.2,1008093,Samson Exploration 220 Gulf Coast Basin,0.004,2018,34463.91,1000SCF,field_process_gas,COMB_compressor-driver
9.85E+01,62172.3,1008850,Samson Resources 260 East Texas Basin,0.136,2016,1102205.2,1000SCF,field_process_gas,COMB_compressor-driver
0.03,1417.4,1011995,Hilcorp Appalachian Basin (Eastern Overthrust Area),0.003,2018,26035.46,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,0.00E+00,1011652,"Urban 220 Gulf Coast Basin (LA, TX)",0.00E+00,2022,0,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.13,6719.6,1004905,Pacific Coast Energy Company LP,0.013,2019,120804.2,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
0.37,19734.8,1009859,Blackbeard Operating - 220 - Gulf Coast Basin,0.037,2015,447306.637,1000SCF,field_process_gas,COMB_compressor-driver
1.00E-02,8.44E+02,1013106,Surge Energy 430 Permian Basin,0.004,2023,30947,1000SCF,field_process_gas,COMB_compressor-driver
56.97,69750.4,1009354,HighPoint Operating Corporation - Denver Basin (540),0.124,2016,879608.376,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,0.00E+00,1013861,"High River Resources, LLC - San Juan Basin (580) Onshore Production",0.00E+00,2022,0,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
3.42,84388.7,1008503,Coterra Energy 160A Appalachian (EOA),0.685,2020,1105.290351,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.86E+01,2.94E+04,1013845,Mewbourne Oil Company - Permian Basin 430,0.05,2015,406336,1000SCF,field_process_gas,COMB_compressor-driver
0.01,520.7,1008499,745 San Joaquin Basin Chevron USA Inc.,0.00E+00,2016,9564.89,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
86.02,82840.2,1009260,Ovintiv USA Inc. 360.Anadarko Basin,0.144,2021,1171343.406,1000SCF,field_process_gas,COMB_compressor-driver
0.79,41826.8,1014690,Formentera Operations - Gulf Coast Basin OSP,0.079,2022,768317.0807,1000SCF,natural_gas_PQ,COMB_compressor-driver
75.81,70078.8,1012528,Scout Energy Anadarko Basin Production,0.141,2021,1143995.601,1000SCF,field_process_gas,COMB_compressor-driver
1.95,1694.5,1013706,"HRM Resources III, LLC",0.003,2021,25133.56,1000SCF,field_process_gas,COMB_compressor-driver
2.23,1887.2,1009694,"Enervest Operating, L.L.C. 580 San Juan Basin",0.004,2016,29200,1000SCF,field_process_gas,COMB_compressor-driver
0.01,293.9,1008509,Rex Energy Corporation Appalachian Basin (160) Operations,0.00E+00,2015,1243.04,1000SCF,field_process_gas,COMB_compressor-driver
0.02,409.7,1008503,Coterra Energy 160A Appalachian (EOA),0.004,2023,9.5733191,1000SCF,propane,COMB_engine>1MMBTU/hr
0.6,636.4,1008383,Marathon Oil So. Oklahoma Folded Belt (AAPG 350),0.00E+00,2022,8538.01,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.53,28004,1008172,"Hilcorp North Slope, 890 - Arctic Slope Basin",0.053,2018,514405,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
3.47,183795.5,1008308,"Shadow Wolf Energy, LLC. - Los Angeles Basin 760",0.347,2020,3339802.4,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
1.37,26970.9,1008540,Dugan Production Corp- San Juan Basin,0.274,2016,329347.53,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,0.00E+00,1009386,XTO Energy Inc 220 Gulf Coast,0.00E+00,2018,0,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.05,2692.7,1009890,"Comstock Oil & Gas-LA, LLC",0.005,2022,49462.64,1000SCF,natural_gas_PQ,COMB_compressor-driver
2.80E-01,6.81E+03,1011688,Equinor USA Onshore Properties - APB Basin 160A,0.055,2023,89.2542292,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.11,5625.3,1007777,EP Energy E&P 430 Permian Basin,0.011,2021,103330.8971,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.05,1310.9,1008383,Marathon Oil So. Oklahoma Folded Belt (AAPG 350),0.011,2023,17.56868362,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.11,92.6,1014640,CPX Energy,0.00E+00,2022,1400,1000SCF,field_process_gas,COMB_compressor-driver
23.56,16017,1013262,Javelin Energy Partners Management Fort Worth Syncline,0.034,2023,1111280,1000SCF,field_process_gas,COMB_compressor-driver
24.09,16678.2,1011450,Jonah Energy LLC_AAPG 535_Green River Basin,0.034,2021,279772.94,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.35,8573.4,1014727,Capitan Energy 430,0.07,2019,112.2916667,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.19,29221.6,1009890,"Comstock Oil & Gas-LA, LLC",0.237,2023,382.7328982,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.08,1870,1000435,Merit Energy Co. South Texas 220 Gulf Coast Basin,0.015,2022,24.49281772,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,5.3,1008392,Sheridan Production Company LLC 260 East Texas Basin,0.00E+00,2015,0.068845486,1000SCF,diesel,COMB_engine>1MMBTU/hr
5.74,9968.5,1010621,TGNR East Texas Basin,0.01,2018,78379.49,1000SCF,field_process_gas,COMB_compressor-driver
0.12,88.8,1008783,CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,0.00E+00,2017,1460,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,0.00E+00,1014600,Silver Hill 230 Arkla Basin,0.00E+00,2022,0,1000SCF,field_process_gas,COMB_compressor-driver
0.37,9072.1,1009830,"Sage Butte PRB Operating, LLC (Basin 515) Powder River Basin",0.074,2019,118.8227425,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.00E-02,5.18E+02,1007484,San Juan Basin (580),0.001,2019,9518.94,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
1.00E-02,3.22E+03,1011596,"Wapiti Operating, LLC 575 Uinta Basin",0.006,2017,58379.53,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
5.50E-01,2.94E+04,1009125,PureWest/Green River Basin,0.055,2021,540703.6017,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.00E+00,29.7,1011596,"Wapiti Operating, LLC 575 Uinta Basin",0.00E+00,2019,0.389452899,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.32,57173,1008290,430 Permian Basin DEC,0.464,2022,748.8295454,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.04,1936.1,1013111,Hilcorp Energy Company - Central Overthrust Basin (507),0.004,2019,35564.02,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.00E+00,15.9,1009192,Whiting Oil and Gas Corporation 430 Permian Basin,0.00E+00,2021,0.208541667,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.78,19137.4,1008111,ConocoPhillips Alaska Inc - KRU-ALP Fields,0.155,2020,250.6546183,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.3,226.7,1009932,"Enervest Operating, L.L.C. 160A Appalachian Basin (Eastern Overthrust area)",0.00E+00,2015,3817.83,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.31,8583.8,1008604,Ensign Gulf Coast Basin-Production,0.046,2020,112.4278658,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.47,1816.7,1008348,Trendwell Energy Corporation,0.003,2019,34731,1000SCF,field_process_gas,COMB_compressor-driver
0.27,14532.5,1013288,XCL - Uinta Basin,0.027,2023,266947.3882,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.82,566.7,1008296,Caerus Piceance LLC,0.001,2022,9555.21,1000SCF,field_process_gas,COMB_compressor-driver
0.12,2979.6,1008401,"SWEPI LP (Shell), Appalachian Basin (Eastern Overthrust Area) 160A",0.024,2019,39.02500001,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.04,2102,1014407,Firebird 430 Permian Basin,0.004,2021,29199.97,1000SCF,field_process_gas,COMB_compressor-driver
0.85,20943.5,1008490,Hess Corporation - 395 - Williston Basin,0.17,2016,274.3104949,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.7,37063.6,1013483,Earthstone Energy 430 Permian,0.07,2020,680818.62,1000SCF,field_process_gas,COMB_compressor-driver
