facility_id,facility_name,industry_segment,reporting_year,small_ext_heat,small_in_theat,table_desc,table_num,total_number_of_units
1012052,Black Hills Exploration and Production (Colorado Piceance Basin Facilties),Onshore petroleum and natural gas production [98.230(a)(2)],2016,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012140,Eastern Gas Transmission and Storage - Appalachian Basin (Eastern Overthrust Area) (Gath),Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,13.0000000000
1012467,EQM Olympus Midstream LLC - Basin 160A,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,14.0000000000
1009126,Impact E&P Powder River Basin Operations,Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,41.0000000000
1002604,THE NARRAGANSETT ELECTRIC COMPANY,Natural gas distribution [98.230(a)(8)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,36.0000000000
1014410,Protege Energy III LLC - Gulf Coast Basin - G&B,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,13.0000000000
1007828,Elk River Public Utility District,Natural gas distribution [98.230(a)(8)],2020,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1005387,Puget Sound Energy LDC,Natural gas distribution [98.230(a)(8)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,15.0000000000
1007485,"ConocoPhillips Gulf Coast Basin 220, Production",Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2326.0000000000
1008405,California Resources Production Corporation  Sacramento Valley Basin 730,Onshore petroleum and natural gas production [98.230(a)(2)],2016,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,426.0000000000
1012395,Energy Transfer 160A - Appalachian Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,49.0000000000
1011531,WildFire Energy Operating LLC,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,305.0000000000
1014665,"GEP HAYNESVILLE II, LLC - 230 - ARKLA BASIN",Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,80.0000000000
1009862,"Amplify Energy Operating LLC 220 Gulf Coast Basin (LA, TX)",Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1.0000000000
1008536,"TEP Barnett USA LLC, 415 - Strawn Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,51.0000000000
1012483,"MarkWest Liberty Bluestone, L.L.C. - 160A Appalachian Basin (Eastern Overthrust Area) - G&B",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,3.0000000000
1012712,Basin 430 G&B,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2019,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,17.0000000000
1009339,Unit Petroleum 285 Permian Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2018,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1004063,City of Charlottesville,Natural gas distribution [98.230(a)(8)],2016,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012145,"Uinta Wax Operating, LLC",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,12.0000000000
1012731,EnLink Anadarko #360-G&B,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,8.0000000000
1004336,Texas Gas Service,Natural gas distribution [98.230(a)(8)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1.0000000000
1014896,TBM Catarina LLC,Onshore petroleum and natural gas production [98.230(a)(2)],2023,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1011854,WESTERN ANDARKO BASIN (WAB) BUSINESS UNIT-BASIN 360,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1905.0000000000
1012807,Basin 395 North Dakota BG,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2017,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012048,Missouri River Resources Williston Basin 395,Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,5.0000000000
1012736,"E2 Ohio Compression, LLC G&B-160A-Appalachian Basin EOA",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,25.0000000000
1012452,BPX Energy 220 Gulf Coast Basin GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1007872,Atlanta Gas Light Company,Natural gas distribution [98.230(a)(8)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,34.0000000000
1012774,Covey Park Gas,Onshore petroleum and natural gas production [98.230(a)(2)],2017,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1009357,Finley Resources Inc - Uintah Basin (575),Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,494.0000000000
1012198,Gulf Coast Basin Gathering & Boosting - AAPG Province 220,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2016,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,601.0000000000
1013337,Triumph Anadarko #360 OP,Onshore petroleum and natural gas production [98.230(a)(2)],2020,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,21.0000000000
1008026,Ameren Illinois,Natural gas distribution [98.230(a)(8)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,156.0000000000
1012631,Summit Midstream 595 Piceance Basin GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,16.0000000000
1008355,"TEP Rocky Mountain, LLC - 595 Piceance basin",Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,3864.0000000000
1012360,CRPC - San Joaquin Valley Gathering and Boosting,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,91.0000000000
1009281,395 Williston Basin QEP Energy Company,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,182.0000000000
1012607,Colt - Bend Arch Basin 425,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008949,Gulf Coast Basin - 220,Onshore petroleum and natural gas production [98.230(a)(2)],2015,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1013061,Paradigm Gathering and Boosting Basin 220,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,9.0000000000
1014905,Shaka Compressor Station,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1.0000000000
1012323,"Chesapeake Appalachia LLC, 160 - Appalachian Basin G&B",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2016,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,34.0000000000
1009968,"Enervest Operating, L.L.C. 305 Michigan Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2016,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1009253,"WPX Energy Williston, LLC - 395 Williston basin",Onshore petroleum and natural gas production [98.230(a)(2)],2022,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1029.0000000000
1012154,580 - San Juan Basin Gathering/Boosting,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,176.0000000000
1008328,Basin 595 Piceance - Noble Energy Inc.,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,12.0000000000
1012018,"Trinity Rivery Energy Operating, LLC 230 Arkla Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,162.0000000000
1002687,Duke Energy Ohio Gas Operation,Natural gas distribution [98.230(a)(8)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2.0000000000
1013346,"Urban Oil & Gas Group, LLC- Arkla Basin (230)",Onshore petroleum and natural gas production [98.230(a)(2)],2022,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1005329,Benton Gas System,Natural gas distribution [98.230(a)(8)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2.0000000000
1004977,Dominion Energy Questar Gas Company (Dist) (Utah),Natural gas distribution [98.230(a)(8)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,58.0000000000
1012140,Eastern Gas Transmission and Storage - Appalachian Basin (Eastern Overthrust Area) (Gath),Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,44.0000000000
